0;0.444;0;0.222;0;0;0;0;1;0.111;0;0.556;0;0;0;0;0;0.667;0;0.556;1;0.556;1;0.222;0;1;1;0.444;0;0;1;1;0.778;1;0.889;0;0;0;0.222;0;0.778;0;0;0.222;0;0;0;0.778;1;0.778
0;0.222;0.889;0.889;0.444;0.444;0.556;0.556;1;0.333;0.444;0.556;0;0;0;0.222;0.222;0.889;0;1;1;0.444;1;0.778;1;0;1;0.889;0;0;0;1;0.889;0.667;0.667;0;1;1;0;0.889;0.444;0;1;0.111;0;0;0.889;0;0;1
0;0.667;0.222;0.222;0.444;0.111;0.222;0.111;0;0.889;0.778;0.778;0;0;0;1;0.667;1;0;1;0;0.667;1;1;0;0;1;0.889;1;0;0;0;0;1;0.111;0;0;0;1;0;0;0.111;0;0.444;0.889;0;0;0;0;1
0;0.889;0.889;0;0.889;0.889;0.444;0.444;0;0.889;0.889;0.333;0.778;0.111;0.111;0.222;1;1;1;1;0;0.778;1;0.889;0;0;1;0.333;0;0.889;0;0;0;0.444;0;0;0;0;0;0;0;0.778;0;0.889;0.889;0.778;0;0;0.444;0.444
1;0.889;1;0.111;0.778;1;1;1;0;1;0.556;0.556;0.222;0.889;0.889;1;0.556;1;0.111;1;1;0.333;1;0.667;0;0;1;0.667;0;1;0;0;0;1;0.111;1;0;0;0;0;0.111;0.889;0;0.889;0.556;0;0;0;0.667;1
0;0.667;0;0.444;0.778;0.778;0.444;0.444;0;0.667;0;0;0;0;0;0;1;0.778;0;0.333;0.444;0.556;1;0.444;0.667;0;1;0.667;0;0;0;0;0;0.444;0.444;0;0;0;0.889;0;0.222;0.778;0;0.222;0.667;0;0;0;1;0.667
